id,x,y,Fecha,year,evento,detalles,causa,perjuicio,zona,links_images
72,-71.34914,-40.15756,15/08/2021,2021,colision vehicular,choque vehiculos,desconocidas,materiales,centro,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/9knu7rs46uuup971gjuv27fs58/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kzNW_Lr3evz-lbbml8T3v7ZEIBRc0KJFH__bHlGf87aTGIlWs16bU7Ygc5BTr7HBy3iaLQNVjeV4-kUCAxYUTyf85juWyu9GLwKvrKXQxTS4C2cz3aCertLg3GuD0cCOCyH6T9RmZLLNara2rOKZ4wGRAktUDBbC4BmTPBIm1PTelvJluNGnOOBIynpsskpzo?session=0&fife
73,-71.33977,-40.15081,15/08/2021,2021,colision vehicular,choque vehiculos,desconocidas,materiales,perito moreno 1700,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/aeveej6ql9qmqqsg0j86ofm7n8/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9ksH70BfhdqU4-r1FvfJzy1zLXn1Worplcp6IzDkbbQHS5vegPaHApETvsg8-nz9ODiFTyH4RtfgWUepVWkkeZEfSP4fOn2dkEQzsMHTg4P7CqPX3Jh9xwD3dOT1pVK_n6aFL2SUgF_kgY61b8WE0noY29a6e8_HI35YQ_Rt1SR1jUjqo9FHM5uWAmyMZLcmp0?session=0&fife
74,-71.31944,-40.15061,17/08/2021,2021,colision vehicular,choque vehiculos,desconocidas,materiales,rotonda ruta 40,https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/ahjprjira4d8b7jkoq3pu7d7bg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9npmjuXMK2_Es0ozpT4j9gtMk8w7H2RlDsTiPoEkzzR6T-9V3KMG76PkIqoXKGUyGvGhbyEhNC1-66gnGd9ZBGXR_G26qUxLnINIrDVjTibxQmN3vY4xHoQLdYs7phKQjOVhOGy975TTfSfelSba1Qo1OIabH8FRzD-EGyw8ieBoSxrqFUqsIdTvFK6Sn6sUMc?session=0&fife
75,-71.31679,-40.15512,18/08/2021,2021,eventos naturales,deslizamiento de suelo,precipitaciones,desconocidas,arenal,https://doc-14-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/7n9tprh8auf5f8n0gd0n4efr20/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m8eFvxEJw-ZQlOjdHQ3mWJQULyXlImlVM3qAC2lNjP0yUnXYqLdifK_YVYaM6Z7fh8TWrgmFqxmOxE5x74aNlrNKx9xnv6-lxh5ja6cVpFSSTyDe2SzDPvR1E39-Q3HVaA4cT591_AiKgBnR09gSR54QagMRg1oIAVMkuyT1fEzwc3AB-4abMuZKCdCCCuat0?session=0&fife
76,-71.34808,-40.16007,18/08/2021,2021,eventos naturales,caida de rocas,precipitaciones,ninguno,subida hotel sol,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/cujfup5m7hotrgetfraei03cp0/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kz5kNd7PjK_MFrCG4ICpTda88obXiLiKzik9FBi44FX019RHI31aOr88Kp-3b4j3Ouotz0RRLl-cxlW0QHLUgyNxIVYPPd7YVJ6ySC4jstXAF8dwUVjBVFljdtJFwdfANmje3G8xa-H_mtNmayQiFKwEW_85-yDJDl8zMkfm0Rsk24q5Icc5sbGTcWsx-iwvk?session=0&fife
77,-71.35404,-40.14761,18/08/2021,2021,eventos naturales,caida de rocas,precipitaciones,ninguno,belgrano 0,https://doc-14-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/5lpd6cmnbfdn997fu7ieu1vnkg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9ktE5_Vc_-fqDNw7HgU29BT2ONefOZ0h-lKF6rZXYp_fjwHy01pW31Xon5UaSDVELAS8bHdCpK7XhmHisYxcL5p4Ppdi3isoJ9H3SuDvcZy34piXKsS_snlSfG7m9CHDaI1FS_-3KBSeBkVVITqJ2jKtDrtjhdiGuWruvGfbUB_e_ZfkfhG8-FRaXcOgK3XIlM?session=0&fife
78,-71.3221,-40.15131,18/08/2021,2021,eventos naturales,deslizamiento de suelos,precipitaciones,ninguno,subida de los andes,https://doc-0k-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/houdfj72rss5nnto9p26086ff4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m5fw_1tqM1FXNIZNrhWDZw7jTnflrR5uUUzv6vG1qvVXbICjjEEH0U7nv49tW7yM75p0Yeu7xskHJ9rNZ3KPXiAuxoo9NaJQctR6Gpd49GcmsmSZc493sxBoXP8EX5M-BTFotZdmaN7InslVBo36CsCXBhWbbfZsS8_SX0BFFOj4EVR2kc4J9Y7CX3PD9wPUY?session=0&fife
79,-71.3179,-40.15561,27/07/2021,2021,accidente vehicular,vuelco de camion con rollizos,fallos mecanicos,materiales,arenal,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/1o3stbjk4en5g5tfm3codg4ubc/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9n4LAGGv8Nh0whWoN5rou0MqoslXOtQU4x3UJMDK7F60GTCiikJW3c5ymcgCKwQE0GXSG8m8mdXSH-7R-5-Lght4iErRm5TsrA9DxE6L96_E3Ld_G96QKkYQJMuJxkS6DEZU0L_Az2LCk86VT4bPTIbbbQKdH2Gvh1E6T21qzGCP1_W1555kydW-TLH8b2tjFln?session=0&fife
80,-71.31677,-40.12803,21/08/2021,2021,caida de arbol o ramas,caida de rama sobre niÃƒÂ±os,caida de nieve,persona fallecida,alihuen alto,https://doc-14-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/l4ohlnb2bbm918rb00oo31gsgg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9leEe5PtOgvKwIYUD5-i3B_mA8U-sLqpY5jduLYYYJtcrlD8b2tBpsfW0SRZab8-UEk8nkZGKNWxNPO0gxEUYA7BEZvRdJj0WykdpHp6jpIgbQVQVg_-bnqGPO2r1GOCpKbTKaMcPkjh30CGThqG8iK3m7wNIs-2-j7ll4MnJlnd0RkBiyklwc_K8Ja4bfzsrID?session=0&fife
81,-71.32092,-40.12661,21/08/2021,2021,caida de arbol o ramas,caida de arbol,nieve,materiales,ruta 62,https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/gve28s58073g1s8ic9sts0h35o/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m-yi_16Cjcm-sKo-9EOXOyUozFJeB3u0JDqVMlwlj9kN53D6ld7K8sQRfeZBroSDLrwNJCSt5QleT79rrizonSTQOHYvIi1IqIlnlHrP0O4vNdWo9Hha7g38u1EOajrDeIGaY_eEgCwgxM6PuC5SybILhPWtEOfi8CDj5dra1NNgQLUZVQnAwOEzBVgwwS6YGu?session=0&fife
82,-71.31822,-40.12363,21/08/2021,2021,caida de arbol o ramas,caida de arbol,nieve,ninguno,los robles,
83,-71.31644,-40.15372,24/08/2021,2021,incendio viviendas,incendio vivienda,desconocidas,materiales,arenal,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/f6rsn01d20uuu7f3rhkhqck50c/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nAUeSjKyOU_5Lde04CK20C7v3bcGLKd5lEdk6pE4qigwi2HXt9dzC9VOI0H1XF-7dJ4s4FxWL7-Nzlmocdx1l-G22_mdu5Wuvst0vPxgNuBryCPu2qes8Xo0bk3y_NO2qbXlFaN3kbzETv6mWxh4fWFLku_D_ajv3ez14IvPpNNgkVzFjEOZidr1kHLIPnQqo?session=0&fife
84,-71.32719,-40.15325,24/08/2021,2021,eventos naturales,desmoronamiento suelos y gabiones,corte de arboles + precipitaciones,ninguno,camino oasis,https://doc-0c-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/e0lt9t52fglu8s9bo6kf53l6ms/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lEYKOhHHrY7RJ0X3nL1Cib1zYxgxpYYpoNtx-OOFoeUO-oPBRJ7YxYjA6lKgyGYlpNz2JyhYMwK3TMvyVzdKGWr8DIiImpebiPM_CBj6entZ3L_uZNFe9lFylHtt2VaAq71fJFlUahWITp4TOiyylW6fIuNMcGNGhZb1K3bv7kAnzi2wdShIshW4Ri_Kl38z0?session=0&fife
85,-71.34729,-40.15812,26/08/2021,2021,caida de arbol o ramas,caida de arbol,viento + pudriciÃƒÂ³n en la base,cableado,centro,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/22oposfmjrj9bghcg943c77jis/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m1FHTmLFtA_qnTeGtOIqq4_sN_Rju6YOHrU6ZufgkbBn2BqkrLkgclX4pLt4z_lrOOsUowUtMjaxA_x8PrAuSjpRZbdueAbafr9YWNvVdsvxM9fipDk0vo1caOeUhogKIBH9mjd5GouOWkfAfuG0Umi2W6lpAxY_UhZjghm4G2VMIk7HS58SxtdPRjkD8s2snw?session=0&fife
86,-71.34083,-40.15235,26/08/2021,2021,caida de arbol o ramas,caida de arbol,viento + pudriciÃƒÂ³n en la base,materiales vivienda leves,los notros al fondo,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/h662deplcb5lttdt66824v7t1k/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9k0yvgNsIHGYEHNF2SxVOKo7JnMmUHTtPPg_uk_ubt3dWeOMIEiXrYri01NHnyZqF8ENPaXAQWCtKTPlpvwMl639l7FRPaPJM9rftt9459gl5ImN5oGgHyp3_xWotCyqkSKFNxnp2U_1ZECgJJa73HUlyNxF2UACZzmy66lM0M1TMZXZMYNYA-o0fj-TGzV1no?session=0&fife
87,-71.35829,-40.1689,26/08/2021,2021,eventos naturales,caida de rocas,precipitaciones,ninguno,ruta 40,https://doc-14-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/thbtuu5u8ldae63jj5mf4sfgag/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nZT2bFBAPM8HIIi4oCbK6SlOhw7PEWFyqUwVJwqDjR8_7bbItcB938ntHOm7s0xcNjs7M0AJ82dGV_jM2B5Idl3Dm4gFfTX9n6TmNVYO5x-bgCQuR7kSuAy0OGMSIiM94wViQa23T3b7IzfliFuPKOxyZ4wyU0lFtcpVX3UCiscDYttPb1E0zNuneSVhoe4oU?session=0&fife
88,-71.31784,-40.1492,26/08/2021,2021,caida de arbol o ramas,caida de arbol,viento + precipitaciones,ninguno,arenal,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/pgd1lndf2ttdih4klor59skdgc/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mtk61F2ZhcbuCELtheARXIr63zio6kr_h7kM1cuuXRbm7LeU6EUJPFK4q4KVFL703XT3DB1ittB8vekADOEoO6FzKCyw7yUXzRSvQlG41Q1tvnNHsjFZIVuxYT-OXgOc7AVZMb_SH3LUXjdpGM-nylrTN46ZuXRYYl1hFu6cSRSTQeOpVJI44PxKlwDgAY8QI?session=0&fife
89,-71.23374,-40.11907,26/08/2021,2021,colision vehicular,choque vehiculos,desconocida,persona fallecida,pio protto,https://doc-14-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/mrv67i94msis266sad8302ei4g/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9l3uiy4As_l-7tWLX372nWKFa5k46yi1UggvYyVdyLgk-6AD3VVvGiLvGtr14-32Ko0-c1t0t-e4wBpAOjz7wcXn1E_DLlrDurgUJ7ATW51vDsQn0KqKuacfy6oA7YvnNGTy8QY5M7fwsnlgbfvE_w_EA8_odcBCeG8fb0K_Zf_mxO3XCBDR1teCytIHoqAgaY?session=0&fife
90,-71.35913,-40.15862,11/19/2021,2021,accidente objetos materiales,escape de gas,desconocida,,centro,https://doc-04-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/rvha21a3j8qalhkr65lpegvhu4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m9MZo_IRyrBEhMM8rD0obMQih3PCO502VberpjPCaE7oNMtnWUMW6knuhfEzmjlgK_czUw994fXr07xmF5r-iXS812vscxdYx5EcsNn1mB9sVTmzkk5taFYDfIqa7iI44Q-EWb6XxbYt655Fy7FFdrkPJyDhec2RW1oQ3J8kKpkcq6dGK9f_RbJLHUeyzRHAQ?session=0&fife
91,-71.30804,-40.14462,13/09/2021,2021,incendio viviendas,incendio vivienda,desconocida,vivienda parcial destruida,villa paur - calle alumine al fondo,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/4k8bk0gr84d5k9dhcnndl7hhm4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kTckvu3d3AOmQFAd_6Pdo_gyecD6HJRfChRDDAwaME0mL_ppCqiHhrZB2-oriZT-SxIP3RuNrtdnTP2FPTDxrcgaP4AH0VIpUPunB44fJduxtwEoJoceMoGo-6IPcEA9sgSqPqPoUTPT2G2l9ZgApkOFdbmHqLd3qruOgOV_BFmBIVzxQ-3og5NqA9OlNCEK0?session=0&fife
92,-71.28406,-40.14353,13/09/2021,2021,incendio viviendas,incendio vivienda,desconocida,materiales,los fresnos,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/l1nuhje5jlje3lv0j75kknjhd8/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m_wxEh-3M7PRKHlqSX2XHAnC4n6cWq-sI6-iabRqQuqn7eFoHh16Ni-btX6McAEXx2-2NN7-i1c-u9OgFTdvTltU1iP6EPn8tCCDg6UojwfjFHkdTm_NLxjSa_e4_drZs1G3o0s4pRevDsWQwPgD44JgKWU5kt0VSFn-Wf8dMEBl6GQouWp7M-ruixVuXTrqeP?session=0&fife
93,-71.35796,-40.14929,13/09/2021,2021,accidente objetos materiales,caida de muro,precipitaciones,muroÃ‚Â ,BÃ‚Â° J. Obeid,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/q8d1ikk6imm1savia371rkjvh0/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lrPL0_Gidx4wshh0pRstamJkxIU_Rz-MuEMdoQ7aMns2Z7EVCOvJn7tCIvS-d5Ixp5BMOU7PaFKxTaWpknK3FshOyngR94_lmDpHS3gVFMfF3IaP1LcQIvAiD6v4couKHnUvExjHdA-dH_LUGQ1S48e6Qojb7gjZkq2k-PbUpPUGGLCDuq9tYUoUrFCT93Glqd?session=0&fife
94,-71.2116,-40.1283,29/09/2021,2021,colision vehicular,choque vehiculos,desconocidas,materiales,acceso chacra 32 y ruta 40,https://doc-0c-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/1gbs81ls7tncpiplaccp8hrj4c/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nrI3E0Y9ZaVw4VGi8u79drbs-pWxjfFwqf-CiiPEbunBKcgM_rh_0ra8ON7myTKx83GyI6zsdo_6CkMbM54W1l0_FVxXTMX3j5w9qN-0PqxTYB7_rOveLTaalKugcpfwUezSo-4YWbfqj05kr97ipmoYF5s695FlGN0Nt9qEmFuB7XwCVyKET-iZEJVUFs7ps?session=0&fife
95,-71.3029,-40.12721,28/09/2021,2021,accidente vehicular,autovuelco,desconocidas,materiales,callejon de gingins,https://doc-04-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/1cra82k1iabdtlp89c199gbjoc/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mEUUi3T56vA5J7o8CH5F5lH8qfxC83Zl2HGrY7UMmhxiS13En3zGfirgIT9HrG-twc0fj4DrrBHmxPRXp1-S9rl0x51og5G_-w00D9VWuuwJuhSjFLEGdimWVbk_RaLjuCIYe_5yUOAkj4v7TKv5yXqg9PGcXgNQKH3_WOkTpGhYUJJuUVNLfAh6zcWQJSrKg?session=0&fife
96,-71.26463,-40.12972,26/09/2021,2021,colision vehicular,colision vehicular,desconocida,materiales,Ruta 40 en cercaniÂ­as al Callejon de Torres,https://doc-0c-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/c3q2g0i8sivg5v33t3431hfp3c/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9n5uAzqOX0V5OJrBFhqTiexGMIp8Lf7_whzlwoB7L3Et6LEj47yMPdiX-Z1JSIaEIWnjYZZqJ7K33JwWdffupDo1bK91hfvZ-hxTCjk5bOycOtopVvz-sfuJoiycrT17Nn8Jk-f2jQ-ao6NhDEpDH-HgaFCq_8VBJaovJykdCXPB8xAcoUlnwiTmkSFellIuVU?session=0&fife
97,-71.39511,-40.18568,26/09/2021,2021,incendio viviendas,incendio viviena,desconocida,materiales,paraje pil pil,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/4i0ts5nn4jibj5iikihvh2mub0/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lM_Ps7k1chXUcl5zeY8E0sAkdaFpGfXCn9aCZtu4rIqGzmDd9IEy_AuwLqeNXEa8lIWLSJhhp2HLJunHQ-N1R3jIJIE5NN_vk_G9XIgbndv0IFLtXdwbQLbaWLRXxAgadwM5GkjLmkdb4cVvq7TOzGdzPqLZNvOPMLjzk35m7WHAiCXytYKdVhw0SI44ADOXs?session=0&fife
98,-71.27692,-40.11947,23/09/2021,2021,colision vehicular,choque moto auto,desconocida,materiales,callejon de gin gin 680,https://doc-04-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/hbbllmpdv5l98i4bs9q8ibh8ks/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lV2dbIy9P8fuux-NW9LTLPyby2FbPJrtWgcwwEJeDZqS63rNJuxSjcSgtBlpVh6BsQO0wEme6smtkDv_zGqy8wv2xYCsjuUvUIHHePrEYXgjHtHLE_cDqk4iEE2H9qkCKAwFLMxIIY5FaBZDGnepdwDp1JWaGtjxdYjdVgkKCgTWtx3Yp8REKglRC-hL6priM?session=0&fife
99,-71.30849,-40.1087,20/09/2021,2021,accidente vehicular,autovuelco,desconocida,materiales,Ruta Provincial 62 y PeÃƒÂ±ÃƒÂ³n del Lolog,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/2453ge5j2og5flln55mgg702j8/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nO0xlxuYZ6qB43rSTnhcUMn13k1DNQj-hBeg2EPG1ad1Q1y6MoM7RNoQ1wvImE-hXX9BK9Qed11lYtulZ3M55hXLym74QXS7_PTQJx6T8eYyr_WN0FuQJley7M0e7JPy3uGWScwGIXhZmPFLGzVo8jakiBCG5Eq5LxAOBInQW_jpWpA9ic1qjHIVSlJy9SNCQ?session=0&fife
100,-71.2954,-40.13229,16/09/2021,2021,incendio viviendas,incendio vivienda,desconocida,materiales,Santa Fe al 600 en el barrio San Fernando,https://doc-0k-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/8evnjr056b70knb2p1h8gfk6ks/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kn0ux0BLjkJttOEJY8Ymt652Xvo6Ng15usKF6SQu698031165NDV3jTih_qIzjPKg5UTYtt1_NPesxPCxPFSVcLs4jXkIVxXZpJNNbD3kb7E5wDHtNMbC_30ouO7MEipW67utWuZnInfrPLe7bsTrMS3wG3HDyne5vvEbEF1u83mzEnEYPLzcYzg7_w5DHj8u4?session=0&fife
101,-71.23445,-40.13201,17/06/2021,2021,incendio viviendas,incendio vivienda,desconocida,materiales,"barrio Altos de la Vega,  manzana 6",https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/b9jechhf8od136rh6s0484e4to/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lOEvelJtJwX_TUoJx3AGCA5uh7W7JhV2Km4h-R8TJ8MMCT4tfYtmfgxvTtp1YMqI26QoqyGXU1TAzuF6OtrxYDJSiZNBpEkIh2_H3-eNM4sk2xsVynBbEFiCMV6AYtw9TwTh35kcQ2YxSwUvqHIzudUhfKSPpL_8edNJoqFWA-Cm1cx_vlYFYd0UprCsosteQ?session=0&fife
102,-71.30038,-40.12701,18/09/2021,2021,incendio viviendas,incendio galpon,desconocidas,materiales,Las Vertientes a metros del Callejon de Gingins,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/u32hjqjulfsns5fl6660bja224/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nA_JiCQGovuZnD_-lT8ujEnz1vwGEm21RGnKaUVzaeeWeRpWSNpPwBLbS-utMWf0iU7ZaRycGeddnWWMNBopC3gQwlp3CpVb5-LVktZss2IUFdW1ZxDEbY_VMh-IU3WmSoDz53PAdUactHRKvJLMEVH8Z73vfcq9erpBphxW6XIXBZTKFvaDY_twXQ40VACA0?session=0&fife
103,-71.24415,-40.12872,1/9/2021,2021,incendio viviendas,incendio caldera,desconocida,materiales,vega maipu,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/r63mcli1km5nn20nu4jpo1fsto/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lYoYvFvcMatGwBswgMFBaTM2htEOxCntYTP8XEYWGgPZH7cKwueDJdMy8GQk6QutU0_u_rPBEF4L4H-s6kRNeY2V3n1l3RDMIfc3nc3zNa1hM-gz4Kd04TcG7ButzIuUr9Uc7xtMgbhU8xoz7A4jGxqzYb4fU4vZXLzqawofyWiXQrQehydstHRBITgX-LBaE?session=0&fife
104,-71.33975,-40.11865,25/09/2021,2021,eventos naturales,sismo,desconocida,ninguno,san martin de los andes,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/osre8depi61ng7qnb2mdaoh88g/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nfjFnlHjvVv_aXdsgomloEr6nsY3EZlZHI5QNXx-095QKEmA_cjCpLtI1m21yuZ5Se00dtCpIL9bDuSODALLKRiNa-y9yguG59f1tyv0Jg5npkVRPl9kmw7iyMI6_UXxdzP6qG9_TKF0_dsBtdtFVGtAn-E0vWSLJR1HbGpznP5NdaH_3pCCL-Nr31IH0ffBQ?session=0&fife
105,-71.32704,-40.15332,21/09/2021,2021,eventos naturales,desmoronamiento de suelo,precipitaciones,ninguno,oasis,https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/llevo188k7pq99a8el8tbvmgh0/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nExJRVjQNdBDcFuEjX70hKgsJDtQZm1ydpsNhBnN-t8KxxePhQKG6uZvS2iVmOzIlxtjuopuSKa9coDHc6VfJBWnf-FGVvXSJB4cN4gPj4PXK1Cb-ybP9GSPsGxlYqmc5RH06AIssFgMs3G-ykkWNDTIKfNmGsSG4bkgYvh9SsSq9IYpRBzjJaZ6AMT46mp7w?session=0&fife
106,-71.34772,-40.16024,4/2/2021,2021,incendios forestales,incendio forestal,antropica,viviendas y vegetaciÃƒÂ³n,cerro comandante diaz,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/kviji7ouu019gqu6bspsc6mhb4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nKnaKnzKEiMEzcaOMQSMhPmKkMatzX3NwjM1VR6ggoV5QDYj-Jr4l-VPS9Gj3lvm7k_rO2rlW1Rt7LtjaCEq9nfOxfbDmFuUBFWDYe4PvqtrI6LnYjBJuumNyEmkSoFnSuX7jx-s3h3uLVIr1kqGoChPivHgKlfEO2ciEjMLlaP0_SdRGk3rhEhnla14kgfnfl?session=0&fife
107,-71.33813,-40.1503,19/10/2021,2021,incendio viviendas,incendio viviendas,desconocidas,desconocidas,pasaje ParaÃƒÂ­so en el barrio Altos del SolÃ‚Â ,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/q771bkn76t9mfchujv9sbf5rvk/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9l61D3NZ8-iP6gnt7qEdBZpIbAKSC8TTkqiCaIbCO7MhqnKTyupJirITzBQI3u790fp1hZ4CU25Ud3UfUWrngeiko3yJXvzaQ0qtreNIXXm_Q9kW74a0P8i_DnuCyFWlK2Slj-qRHvRYAxlrYoonO1L7OzDkQH000e_CKDwHZnv2ikWaIqPlwUWCjX4927kY58?session=0&fife
108,-71.34911,-40.15753,19/10/2021,2021,colision vehicular,choque automoviles,desconocidas,materiales,centro,https://doc-04-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/vjnumn4rdsph8pi7uco7nltphg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nBmgrJe2la6q0m-kOP3QwuO1nEzLuDHX6xQwq8BLcxfh7bHqeYKi05iruy_DOW-vXCCBSKT_SVUfHQ3NXahf3fdDMIt2r0MGuYBWk-iqHzrdpFFs-RE972gRol5g4JwYVsjc4shbqj-MlUm-UmTZuH8gBKkEbHDVzCgw8AuTvT-0YEVWBR2x9tfayZaUcG5UA?session=0&fife
